330,345.0,336.285714286
331,336.8,332.4
332,377.0,357.5
333,364.5,376.25
334,348.6,333.6
335,348.285714286,337.142857143
336,360.272727273,337.818181818
337,438.666666667,431.0
338,364.0,348.833333333
339,351.714285714,334.428571429
34,66.7142857143,56.0545876887
340,365.428571429,341.428571429
341,351.0,353.833333333
342,362.125,358.375
343,356.2,343.4
344,376.375,352.0
345,385.0,361.8
346,411.0,348.0
347,353.25,344.0
348,376.0,349.428571429
349,384.5,351.25
35,63.3918918919,51.5855855856
350,368.333333333,359.0
351,369.222222222,357.888888889
352,352.0,359.666666667
353,358.0,359.0
354,354.0,370.0
355,409.0,355.0
356,422.75,407.625
357,364.666666667,358.0
358,370.0,365.0
359,379.4,368.2
36,66.6408268734,57.645994832
360,377.625,368.75
361,376.25,376.5
363,399.0,378.4
364,374.666666667,362.0
365,400.0,368.666666667
366,395.4,377.6
367,380.2,367.6
368,390.142857143,382.857142857
369,399.5,359.0
37,65.881377551,55.7015306122
370,419.625,391.875
371,374.5,371.0
372,372.0,413.0
373,380.4,380.6
374,392.0,374.0
375,388.25,378.5
376,396.833333333,378.5
377,418.666666667,414.0
378,393.833333333,384.0
379,455.75,429.5
38,66.4114513981,56.6498002663
380,380.0,406.0
381,381.0,399.5
383,391.0,388.0
385,396.5,392.0
386,386.0,313.5
387,491.2,489.8
388,388.0,408.0
389,395.5,323.5
39,68.3926031294,59.2603129445
390,400.714285714,389.857142857
391,601.0,587.0
393,393.0,397.5
394,426.2,415.2
395,466.5,421.0
396,396.0,398.0
397,509.333333333,461.0
398,411.333333333,400.333333333
399,421.75,401.75
4,65.4126143476,57.7067886375
40,70.9264555669,58.5587334014
400,423.166666667,403.333333333
401,422.666666667,407.0
402,428.5,402.0
405,436.0,415.0
406,427.0,406.5
407,441.5,407.5
408,415.0,413.25
409,455.666666667,457.333333333
41,71.9074889868,62.9045521292
410,436.5,410.5
411,437.333333333,413.0
412,429.0,412.5
413,444.0,417.0
414,466.666666667,416.666666667
415,473.0,415.0
416,473.0,424.25
417,425.5,417.5
418,449.5,454.0
419,423.25,426.5
42,71.2652757079,59.9776453055
420,420.0,425.0
421,431.0,430.666666667
422,447.333333333,433.333333333
423,434.333333333,441.0
424,449.5,426.5
425,430.333333333,429.666666667
426,475.5,426.0
427,445.0,427.0
428,428.0,429.0
429,438.0,429.5
43,72.51,61.0016666667
430,474.25,425.75
432,432.0,423.5
433,433.0,357.5
434,460.4,434.2
435,453.0,435.0
436,513.0,436.0
437,489.333333333,462.666666667
44,71.7125748503,61.504491018
440,444.666666667,433.666666667
442,500.0,487.5
443,443.0,448.0
444,458.0,452.0
445,485.75,466.5
446,476.0,446.0
448,483.0,503.0
45,71.9987515605,59.4319600499
450,491.0,452.25
451,546.0,473.0
452,460.6,445.0
453,454.0,453.0
454,477.0,439.5
455,471.75,459.5
456,459.5,454.0
457,457.0,473.0
458,460.0,466.0
46,75.0611510791,64.4460431655
460,511.0,499.5
461,521.666666667,467.0
463,584.0,463.0
464,482.0,455.5
465,489.0,465.0
466,491.5,468.0
467,502.0,477.0
47,75.0590163934,64.2016393443
470,676.0,470.0
471,494.5,474.0
472,525.0,472.0
475,475.0,487.0
476,515.0,476.333333333
478,485.0,478.0
479,535.0,479.0
48,75.5513513514,66.0378378378
485,575.0,569.5
487,487.0,504.0
488,498.0,488.0
489,545.0,489.0
49,73.977739726,63.4571917808
490,505.0,490.0
492,495.0,492.0
496,522.5,496.0
498,498.0,511.0
499,510.5,507.5
5,62.6827934371,53.4101809003
50,74.7879616963,63.2366621067
501,501.0,503.0
505,529.0,505.0
506,506.0,514.0
507,507.0,511.0
51,82.9519038076,71.8657314629
510,641.0,510.0
514,514.0,515.0
516,541.0,516.0
519,519.0,522.0
52,81.9176470588,71.6764705882
520,559.0,520.0
523,523.0,530.0
527,527.0,530.0
528,564.0,528.0
529,729.0,704.0
53,80.7024291498,68.2469635628
530,530.0,541.0
533,533.0,541.0
534,576.0,534.0
535,542.0,535.0
536,581.0,536.0
537,847.5,861.5
539,671.0,655.0
54,82.903030303,72.5676767677
542,546.0,542.0
547,547.0,548.0
548,557.333333333,556.0
55,81.1996855346,66.9716981132
553,591.0,553.0
555,555.0,560.0
557,579.0,557.0
56,83.2605790646,71.7505567929
562,583.5,562.0
565,568.5,565.0
567,577.5,567.0
569,569.0,580.0
57,85.7448275862,75.8505747126
570,585.0,570.0
572,572.0,589.0
573,759.333333333,733.0
575,589.0,575.5
576,621.0,630.0
577,577.0,586.0
579,593.0,579.0
58,81.6574074074,70.9097222222
581,609.0,581.0
584,647.0,645.0
586,606.0,586.0
587,588.5,541.5
588,606.0,590.5
59,86.2146226415,74.9858490566
591,859.0,843.5
597,654.0,658.0
598,616.0,598.0
6,60.5166119022,46.7718145309
60,92.0174603175,79.4571428571
600,600.0,619.0
604,611.0,608.5
607,607.0,612.0
61,88.2408759124,75.9635036496
610,610.0,617.0
613,894.0,879.0
615,646.0,617.0
62,93.1515151515,78.1313131313
623,750.0,739.0
628,628.0,645.0
63,93.3361823362,82.7635327635
630,630.0,637.0
632,703.5,663.0
64,87.7787114846,79.731092437
640,640.0,647.0
642,653.0,642.0
644,644.0,651.0
646,657.0,646.0
647,736.0,675.0
649,747.0,747.0
65,86.4618473896,74.3634538153
651,651.0,651.0
653,701.5,653.0
659,834.0,793.0
66,93.6308539945,84.0716253444
660,666.0,660.0
666,666.0,679.0
668,668.0,671.0
669,741.0,707.0
67,91.0742857143,79.1371428571
679,773.0,730.0
68,92.3301886792,78.8962264151
685,699.0,685.0
689,728.0,714.0
69,91.5626740947,85.2757660167
697,697.0,703.0
698,801.0,787.0
699,886.0,832.0
7,61.4485759494,48.0272943038
70,92.9239373602,81.8836689038
702,1022.0,990.0
705,1043.0,1030.0
708,868.0,847.0
71,93.8717948718,85.2724358974
710,717.0,710.0
717,717.0,753.0
72,95.5660377358,83.4025157233
720,847.0,841.0
721,807.0,802.0
73,97.7416107383,87.5469798658
731,740.5,734.5
732,1054.0,1039.0
735,748.0,735.0
74,97.7662337662,87.5324675325
741,741.0,757.0
742,762.0,742.0
744,790.0,744.0
745,1107.0,1111.0
75,96.1691176471,83.318627451
750,760.0,750.0
756,781.0,756.0
76,100.438848921,91.2697841727
760,820.0,792.0
765,773.0,765.0
768,768.0,774.0
77,105.156996587,95.457337884
773,793.5,773.0
775,775.0,805.0
777,813.0,777.0
779,779.0,783.0
78,99.2490566038,90.3547169811
784,786.0,784.0
789,792.0,814.0
79,101.658181818,90.9745454545
797,988.0,991.0
8,62.5753370341,49.5356859635
80,104.287037037,92.0679012346
803,803.0,807.0
81,102.280632411,90.5256916996
82,104.7,94.3260869565
83,105.172690763,95.8152610442
834,1215.0,1215.0
84,112.094117647,99.8823529412
845,845.0,866.0
846,862.0,846.0
847,939.0,859.0
85,108.36969697,93.3848484848
86,112.962616822,100.514018692
868,871.0,868.0
87,113.427272727,102.663636364
872,1104.0,872.0
876,876.0,889.0
878,878.0,885.0
88,111.038647343,97.9565217391
89,110.691176471,99.2843137255
9,63.8605560382,51.2597741095
90,112.754385965,100.168421053
902,1019.0,993.0
907,907.0,912.0
908,917.0,908.0
91,113.971014493,105.106280193
915,947.0,915.0
92,117.4,107.627777778
93,116.591397849,105.392473118
94,124.418604651,106.888372093
940,1008.0,1037.0
942,1022.0,983.0
95,113.967509025,100.953068592
951,969.0,951.0
959,1024.0,1014.0
96,119.947368421,108.549707602
97,119.011494253,106.862068966
98,123.156756757,109.875675676
99,123.883435583,112.17791411
996,1022.0,996.0
