1,62.8828250401,54.8512573569
10,59.7282229965,45.2933797909
100,124.34939759,111.530120482
101,124.285714286,110.851648352
102,126.764705882,114.518716578
1027,1118.0,1115.0
103,124.327272727,113.339393939
104,124.0,114.914285714
1049,1058.0,1049.0
105,128.617647059,112.289215686
106,130.748387097,116.44516129
107,129.278571429,118.742857143
1070,1088.0,1070.0
108,128.515337423,118.90797546
1080,1193.0,1120.0
109,135.01986755,122.569536424
1094,1226.5,1154.0
1098,1186.0,1098.0
11,64.7818361303,51.8469891412
110,135.327102804,117.626168224
111,137.597122302,121.884892086
112,133.464516129,121.709677419
113,136.390625,125.0703125
114,137.288135593,127.36440678
1148,1292.0,1216.0
115,137.524324324,125.589189189
1153,1312.0,1153.0
116,138.565891473,125.465116279
117,137.097744361,124.969924812
118,137.25,128.375
119,142.242424242,130.613636364
12,65.6117824773,52.4305135952
120,145.52970297,127.831683168
121,143.933333333,130.283333333
122,148.569230769,133.484615385
1225,1225.0,1233.0
123,145.806122449,130.5
124,141.316666667,130.116666667
125,148.32972973,133.594594595
126,142.120967742,133.879032258
127,153.618181818,142.318181818
128,145.913461538,133.375
129,150.742857143,137.171428571
1297,1395.0,1403.0
13,66.869379015,54.7516059957
130,153.421875,139.34375
131,153.25,143.575
132,156.136363636,144.125
133,162.219512195,147.890243902
134,153.690909091,142.927272727
135,160.896774194,146.387096774
1352,1417.0,1428.0
136,158.402061856,143.865979381
137,164.680851064,151.319148936
138,160.0,152.329113924
139,167.326315789,156.494736842
14,63.2683449384,50.1317621853
140,164.805555556,151.953703704
141,163.860215054,149.096774194
142,163.677419355,147.677419355
143,168.4375,155.0375
144,163.926829268,153.5
145,167.852173913,156.086956522
146,175.134831461,158.831460674
147,170.871794872,160.448717949
148,175.726190476,159.214285714
149,178.305882353,163.070588235
15,52.7507342144,43.018722467
150,178.354166667,162.072916667
151,170.294117647,161.505882353
152,181.388059701,165.343283582
153,174.739726027,166.520547945
154,176.926829268,168.646341463
155,172.94047619,163.642857143
156,184.671875,173.640625
157,180.462686567,168.925373134
158,180.31884058,165.753623188
159,178.375,163.21875
16,55.0550458716,45.2757390418
160,188.818181818,170.025974026
161,185.095238095,169.603174603
162,181.428571429,169.636363636
163,178.983870968,172.64516129
164,182.960784314,174.352941176
165,189.35,171.425
166,189.283333333,173.5
167,188.981132075,178.094339623
168,178.255813953,171.511627907
169,193.049180328,183.655737705
17,55.5788113695,47.2072351421
170,184.618421053,177.092105263
171,190.076923077,179.211538462
172,188.641509434,178.58490566
173,193.133333333,179.433333333
174,202.395833333,182.5625
175,200.786885246,182.901639344
176,195.0,183.672413793
177,195.345454545,182.781818182
178,198.152173913,185.760869565
179,193.805555556,185.027777778
18,51.7581446715,43.9469906129
180,204.910447761,187.582089552
181,205.905660377,187.0
182,197.566037736,190.830188679
183,204.3125,193.645833333
184,207.414634146,191.634146341
185,197.689655172,188.034482759
186,201.024390244,189.12195122
187,212.208333333,197.895833333
188,212.891891892,201.648648649
189,211.95,194.3
19,57.3427201917,48.1473936489
190,208.734375,195.140625
191,214.0625,198.0
192,212.828571429,195.428571429
193,223.65625,211.0
194,208.931818182,203.068181818
195,219.350877193,201.157894737
196,223.475,209.7
197,222.421052632,210.526315789
198,224.076923077,211.346153846
199,231.595238095,216.238095238
2,64.6863136863,55.6063936064
20,56.6409765438,45.8535184299
200,224.860465116,209.441860465
201,221.666666667,209.916666667
202,227.586206897,218.551724138
203,223.064516129,210.870967742
204,230.793103448,210.931034483
205,218.11627907,209.651162791
206,233.793103448,209.689655172
207,222.88,211.4
208,221.351351351,215.243243243
209,221.037037037,215.444444444
21,58.6465753425,49.6212328767
210,231.029411765,219.558823529
211,234.074074074,214.481481481
212,231.566666667,213.533333333
213,239.6,218.733333333
214,236.0,228.117647059
215,247.135135135,230.621621622
216,224.608695652,221.347826087
217,245.166666667,239.208333333
218,239.1,219.6
219,244.0,228.257142857
22,59.4545454545,49.8380681818
220,248.875,226.1
221,232.054054054,224.864864865
222,238.727272727,228.636363636
223,245.03125,222.71875
224,255.346153846,231.576923077
225,242.594594595,228.108108108
226,238.260869565,225.739130435
227,255.357142857,249.178571429
228,245.2,231.9
229,254.041666667,240.583333333
23,58.4054451803,49.0463576159
230,245.56097561,229.073170732
231,257.071428571,250.571428571
232,264.235294118,257.941176471
233,273.8,251.466666667
234,249.25,234.0
235,244.913043478,240.739130435
236,249.590909091,241.272727273
237,262.807692308,250.807692308
238,257.684210526,230.578947368
239,261.75,249.0
24,58.7033227848,49.4240506329
240,257.454545455,245.636363636
241,261.0,253.416666667
242,261.631578947,245.578947368
243,263.157894737,245.368421053
244,256.785714286,244.642857143
245,264.947368421,251.684210526
246,258.176470588,249.235294118
247,277.714285714,259.714285714
248,261.1,256.3
249,269.92,265.6
25,56.04283054,44.6977032899
250,270.826086957,254.391304348
251,273.142857143,262.714285714
252,262.555555556,255.555555556
253,268.818181818,242.545454545
254,273.142857143,272.142857143
255,268.176470588,254.705882353
256,267.0,269.153846154
257,262.125,255.75
258,281.916666667,254.25
259,275.2,261.266666667
26,61.4183590577,51.9991876523
260,285.45,271.15
261,274.736842105,273.105263158
262,275.142857143,265.285714286
263,269.266666667,271.066666667
264,302.5,274.625
265,277.882352941,268.470588235
266,276.5,266.875
267,289.066666667,274.066666667
268,285.105263158,265.526315789
269,276.866666667,270.8
27,63.227154047,53.6666666667
270,307.142857143,278.714285714
271,290.923076923,275.0
272,284.1875,279.5625
273,298.875,294.125
274,285.363636364,294.090909091
275,281.375,284.625
276,307.0,287.909090909
277,288.285714286,284.357142857
278,289.666666667,286.916666667
279,299.454545455,278.090909091
28,59.9950413223,51.9165289256
280,308.833333333,291.388888889
281,308.0,287.368421053
282,297.083333333,292.833333333
283,305.375,278.375
284,305.333333333,290.238095238
285,302.5,291.818181818
286,298.090909091,290.090909091
287,296.818181818,291.0
288,330.166666667,292.666666667
289,311.111111111,302.444444444
29,61.7609302326,51.4018604651
290,299.454545455,294.454545455
291,331.25,325.25
292,308.5,303.2
293,303.6,284.4
294,304.0,278.25
295,320.666666667,301.4
296,387.875,370.125
297,307.727272727,310.272727273
298,329.583333333,306.333333333
299,315.833333333,307.0
3,63.0443037975,55.8315481986
30,61.4665757162,49.4665757162
300,315.352941176,297.470588235
301,312.4,290.8
302,345.0,347.5
303,312.666666667,314.777777778
304,334.666666667,310.5
305,345.733333333,328.0
306,331.75,325.25
307,314.307692308,294.307692308
308,331.5,307.083333333
309,320.363636364,313.909090909
31,61.6918859649,53.6030701754
310,343.307692308,330.538461538
311,317.666666667,320.0
312,333.285714286,314.428571429
313,317.333333333,295.833333333
314,352.181818182,342.363636364
315,380.727272727,354.0
316,323.833333333,310.333333333
317,330.666666667,313.5
318,334.0,323.3
319,340.375,321.625
32,67.5152471083,57.1177707676
320,344.0,330.230769231
321,351.0,321.5
322,331.2,330.2
323,323.428571429,320.857142857
324,330.142857143,327.142857143
325,346.5,336.3
326,337.5,328.25
327,341.272727273,341.090909091
328,353.8,335.6
329,356.5,344.0
33,63.9536723164,54.7796610169
