LGB,3.55257813012,6.58520605386
LIH,1.69572872015,0
LIT,9.8661023727,11.431684884
LMT,20.3237704918,19.6905737705
LNK,9.71175468484,10.3628620102
LRD,6.15113471753,6.44036697248
LSE,8.13590692755,6.32522474881
LWB,13.0765027322,10.8415300546
LWS,0,0.630602782071
LYH,3.5262295082,2.9131147541
MAF,7.84673590504,9.05771513353
MBS,7.43666061706,7.06243194192
MCI,6.67187473232,8.97512463381
MCN,10.2524115756,10.5128617363
MCO,6.79622387783,9.91984048473
MDT,7.92493224932,9.44715447154
MDW,7.23304170244,12.3863915899
MEI,10.7673716012,9.22205438066
MEM,6.82204887408,7.84105826517
MFE,5.45941883768,3.79784569138
MFR,7.11012658228,8.23508137432
MGM,8.49894123875,8.06087877184
MHT,7.46326877709,10.3466834915
MIA,15.0649879862,15.8153613871
MKE,10.7835957878,10.1744275915
MKG,4.68461538462,2.82820512821
MLB,11.5235655738,8.70594262295
MLI,9.35162971041,10.7247061675
MLU,6.47407104941,5.30461412822
MOB,7.51019409558,6.78339585712
MOD,12.0268576544,13.3495971352
MOT,4.3137254902,3.44351073763
MQT,9.87406616862,10.3532550694
MRY,6.45542949757,7.56226364127
MSN,9.21759085095,9.22549093371
MSO,0,1.03657780533
MSP,7.56545200758,7.43913318101
MSY,7.35247987536,8.89158660088
MTJ,2.48042105263,6.53726315789
MYR,5.96259159275,7.10509062862
OAJ,9.4683982684,8.57748917749
OAK,2.65751151174,7.47392570657
OGG,2.65291150848,2.03938050843
OKC,6.5775753896,7.92293058085
OMA,7.46910218592,8.72362151123
OME,3.23870333988,5.24459724951
ONT,4.28496453083,6.81726166446
ORD,15.8874895749,17.215613594
ORF,8.30355922728,9.835704081
OTH,26.3810483871,21.5907258065
OTZ,2.86305418719,5.00098522167
OXR,0,0
PBI,8.5912783708,11.1006594047
PDX,3.31018356337,6.78786870315
PFN,9.72972258917,10.8858652576
PHF,8.65433673469,7.93271683673
PHL,8.37652913758,12.8709926927
PHX,4.35469909839,8.25960089502
PIA,8.17744075829,9.24075829384
PIH,0,0
PIR,23.8,22.8
PIT,8.49926664711,9.81570841889
PLN,0,3.356
PMD,13.6605374823,12.6096181047
PNS,7.2658528681,7.06892081668
PSC,0,0
PSE,0,0.0579514824798
PSG,9.18221574344,11.6166180758
PSP,6.03593220339,6.02677966102
PUB,74.0,27.0
PVD,7.2845355216,10.2551117559
PWM,13.076252068,12.5579786434
RAP,1.03354711396,1.53379378392
RDD,14.9627821843,16.1079926785
RDM,4.71017048795,6.25367430923
RDU,8.15414186086,9.75611498554
RFD,4.09824561404,2.31228070175
RHI,4.63768115942,4.60869565217
RIC,9.90120469522,10.1479098023
RKS,8.511375948,3.86890574215
RNO,4.80005836495,7.69621044733
ROA,9.63699972012,11.3744752309
ROC,11.6472548167,10.7192524989
ROW,5.56329113924,7.52320675105
RST,9.86694320357,9.01340140396
RSW,6.45544074309,8.6131607416
SAN,4.61124530182,7.795067318
SAT,6.46787962984,7.73268502543
SAV,10.7043549835,10.6719545046
SBA,5.48534887486,6.86911121904
SBN,12.4512244079,15.4164993978
SBP,5.15274629468,7.02545771578
SCC,8.49577464789,10.2591549296
SCE,4.62560777958,4.34683954619
SDF,9.43236484336,10.8825535398
SEA,5.15926548582,8.55389502429
SFO,10.620574006,13.3359790477
SGF,12.1639514372,12.5076268548
SGU,0,0
SHV,6.23925593329,6.77318794099
SIT,5.69416342412,7.36420233463
SJC,2.85741475302,6.11200839574
SJT,0.477184841454,3.71616395978
SJU,9.71484082397,11.5586610487
SLC,3.05527532271,5.159466217
SLE,0,2.1801242236
SMF,4.14274271984,7.3127753304
SMX,0,1.6029143898
SNA,3.45713794511,6.12361120065
SPI,21.9506726457,22.3219730942
SPS,1.63346613546,4.30904951622
SRQ,10.3617424242,9.88431186869
STL,7.27958533997,9.67720186107
STT,7.97016996185,8.85015608741
STX,16.0211764706,14.3670588235
SUN,0,0
SUX,3.54954954955,5.74774774775
SWF,6.72961989003,6.98278747311
SYR,11.8292119449,11.4743732352
TEX,20.3790849673,15.8562091503
TLH,6.1821799308,7.20692041522
TOL,6.31801866475,7.80330222541
TPA,6.2972378265,8.98780708794
TRI,3.70316301703,6.25450121655
TUL,6.45027792253,7.85630536738
TUP,0,0
TUS,3.61149416578,5.26644188513
TVC,10.6876069421,10.8797360059
TWF,0,0.359525155455
TXK,5.87929589271,6.04023470243
TYR,3.48890339426,4.47845953003
TYS,8.23758399065,9.27271399357
VLD,11.8503253796,10.8080260304
VPS,11.1112779697,9.47995194474
WRG,4.56058394161,6.86277372263
WYS,0,0
XNA,11.0627987352,11.2861239797
YAK,5.70170454545,6.55681818182
YKM,5.44510385757,1.14540059347
YUM,3.3966657846,2.88171473935
